,titles,offers,closest_green_isco,NACE,location
2054,Spremač / Spremačica - Čistač / Čistačica,"Spremač / Spremačica - Čistač / Čistačica
- posprema i čisti prostore hotela, restorane, barove - prazni i čisti pepeljare i koševe za smeće - o svakoj neispravnosti ili oštećenju opreme izvješćuje nadzornicu, odnosno domaćicu - čisti i uređuje okoliš hotela
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7126,N,Split
2055,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Tražimo odgovornu i ambicioznu osobu za rad na mjestu skladištara - dostavljača (m/ž). Opis posla: - priprema i utovar robe za dostavu - praćenje stanja zaliha u skladištu i sudjelovanje u inventuri. - prijem i sortiranje robe te njeno smještanje na odgovarajuća mjesta u skladištu - suradnja s kolegama kako bi se osigurala glatka logistika u skladištu i tijekom dostave
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,G, Zagreb
2056,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Tražimo motiviranu osobu za rad u našem skladištu i dostavu robe. Opis posla: - rad u skladištu - slaganje i pakiranje robe - vožnja dostavnom vozilom B kategorije za isporuku robe na odredišta - prijem, sortiranje i slaganje robe u skladištu - priprema i pakiranje robe za dostavu
Izvor: www.moj-posao.net
Lokacija: Mičevec (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,G, Mičevec
2057,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Skladištar - dostavljač (m/ž)
Izvor: www.moj-posao.net
Lokacija: Zagreb i okolica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,G, Zagreb
2058,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Posao je primarno skladištarski, uz dostave po potrebi (najviše u razdoblju travanj - rujan). Opis posla: - dostavljanje robe (kutija i/ili paleta) po potrebi, mikrolokalno (grad Zagreb i zapadni dio Zagrebačke županije) i regionalno (Kvarner, Istra, Slovenija) - pakiranje robe (staklene ambalaže - boca, staklenki i povezanog) u kutije i priprema za prodaju i otpremu - izdavanje robe kupcima - održavanje čistoće radne okoline - sudjelovanje u poslovima inventure - manipulacija robe viličarom (ako imate položeno)
Izvor: www.moj-posao.net
Lokacija: Sveta Nedelja (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,G, Sveta Nedelja
2059,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Tražimo više djelatnika za poziciju: Skladištar - dostavljač (m/ž). Opis posla: - obavljanje svih radnih procesa vezanih uz skladišno poslovanje - slaganje, pakiranje, utovar, istovar - kontrola i evidencija količina i ispravnosti robe u zaprimanju i otpremi robe - prijevoz robe i briga o zaduženom vozilu - pravovremena dostava prodajnog asortimana kupcima - sudjelovati pri obavljanju godišnje inventure - odgovornost za čistoću i red - obavljati ostale naloge po uputi voditelja skladišta - druge radne aktivnosti po potrebi i naredbi nadređenih
Izvor: www.moj-posao.net
Lokacija: Varaždin (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,H, Varaždin
2060,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
Tražimo više djelatnika za poziciju: Skladištar - dostavljač (m/ž). Opis posla: - obavljanje svih radnih procesa vezanih uz skladišno poslovanje - slaganje, pakiranje, utovar, istovar - kontrola i evidencija količina i ispravnosti robe u zaprimanju i otpremi robe - prijevoz robe i briga o zaduženom vozilu - pravovremena dostava prodajnog asortimana kupcima - sudjelovati pri obavljanju godišnje inventure - odgovornost za čistoću i red - obavljati ostale naloge po uputi voditelja skladišta - druge radne aktivnosti po potrebi i naredbi nadređenih
Izvor: www.moj-posao.net
Lokacija: Zagreb (Jankomir) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,H, Zagreb
2061,Skladištar - dostavljač (m/ž),"Skladištar - dostavljač (m/ž)
- rad u skladištu suhomesnatih proizvoda i svježeg mesa, te dostave proizvoda kupcima - poslovi zaprimanja robe, komisioniranje robe, izdavanje popratne dokumentacije - po potrebi dostava robe teretnim vozilom B kategorije - održavanje urednosti i čistoće skladišta ili dostavnog vozila
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 24 dana (ističe 17.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,G, Zagreb
2062,Dentalni asistent (m/ž),"Dentalni asistent (m/ž)
- asistencija doktoru dentalne medicine - poslovi vezani uz rad u stomatološkoj ordinaciji - priprema i dezinfekcija radnog mjesta - sterilizacija instrumenata i pribora - provođenje mjera zdravstvene njege sukladno završenoj stručnoj spremi - vođenje medicinske dokumentacije
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3212,Q, Zagreb
2063,Dentalni asistent (m/ž),"Dentalni asistent (m/ž)
- asistiranje u ordinaciji - sterilizacija instrumenata - vođenje evidencije pacijenata - naručivanje materijala
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 25.04.2024.
Trajanje oglasa: 9 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3212,Q, Zagreb
2064,Dentalni asistent (m/ž),"Dentalni asistent (m/ž)
- poslovi asistiranja doktoru dentalne medicine - čišćenje i dezinfekcija dentalne opreme - provođenje i kontrola postupka sterilizacije
Izvor: www.moj-posao.net
Lokacija: Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 08.04.2024.
Trajanje oglasa: 21 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3212,Q, Rijeka
2065,Operatera lučke mehanizacije (m/ž),"Operatera lučke mehanizacije (m/ž)
Za jačanje našeg tima tražimo iskusne kandidate za sljedeće pozicije: Operatera lučke mehanizacije (m/ž) - više izvršitelja.
Izvor: www.moj-posao.net
Lokacija: Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",8342,F, Rijeka
2066,Dispečer u skladištu (m/ž),"Dispečer u skladištu (m/ž)
Za jačanje našeg tima tražimo iskusne kandidate za sljedeće pozicije: Dispečer u skladištu (m/ž).
Izvor: www.moj-posao.net
Lokacija: Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1324,H, Rijeka
2067,Asistent u prodaji i administraciji (m/ž),"Asistent u prodaji i administraciji (m/ž)
- preuzimanje upita i administriranje prodaje - briga o pomoćnim prodajnim alatima (CRM softveri, referentne liste, prezentacije, natječajna dokumentacija, obrasci ugovora i dr.) - asistiranje Upravi u pripremi ponuda - priprema ugovora prema naputcima Uprave - priprema ostale dokumentacije vezane uz ugovaranje (npr. Zakon o sprečavanju pranja novca) - administriranje i redovno ažuriranje sklopljenih ugovora - postprodajne aktivnosti (ispitivanje zadovoljstva klijenata i druge CRM aktivnosti) - fakturiranje usluga i briga o naplati potraživanja od klijenata - izrada izvještaja o prodaji - aktivno sudjelovanje u kontinuiranom razvoju sustava prodaje - drugi poslovi vezani uz prodaju, administraciju i financije
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3212,N,
2068,Administrator (m/ž),"Administrator (m/ž)
- zaprimanje narudžbi e-mailom i telefonski - priprema, slanje i pisanje ponuda i dopisa - komunikacija s kupcima i dobavljačima - pripremanje dokumentacije za knjigovodstvo - obavljanje zadataka izvan ureda (odlazak u banku, poštu i dr.) - obavljanje svih ostalih administrativnih poslova po nalogu odgovorne osobe
Izvor: www.moj-posao.net
Lokacija: Samobor (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 3 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Samobor
2069,Administrator (m/ž),"Administrator (m/ž)
- pružanje podrške iskusnijim kolegama u zadacima koji vam budu dodijeljeni - postepeno preuzimanje zadataka veće razine složenosti - učenje o teoriji i praksi obračuna dohotka, računovodstva i poreznog sustava
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 25.04.2024.
Trajanje oglasa: 9 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Zagreb
2070,Administrator (m/ž),"Administrator (m/ž)
- rad u uredu na administrativnim poslovima
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Zagreb
2071,Administrator (m/ž),"Administrator (m/ž)
- svakodnevna komunikacija s kupcima i partnerima - podrška korisnicima putem e-maila i telefona - zaprimanje poziva - izvršavanje rezervacija usluga - administracija korisnika i partnera putem CMS sučelja - obrada online narudžbi - izrada računa za web shop narudžbe - obrada ulazne i izlazne pošte - priprema robe za slanje u trgovine - ostala administrativna zaduženja
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Zagreb
2072,Administrator (m/ž),"Administrator (m/ž)
- izrada deklaracija - unos novih proizvoda u bazu - unos primki i zaprimanje robe - izdavanje naloga za dostave - izrada ponuda, računa, izdatnica, međuskladišnica - knjiženje proizvodnje - slični administrativni poslovi shodno dogovoru i kompetencijama kandidata Tražimo: - radno iskustvo nije potrebno, ali je poželjno - pouzdanu, odgovornu i marljivu osobu - sklonost timskom radu - snalažljivu osobu u dinamičnoj atmosferi - obavezno poznavanje MS Office paketa (napredno Excel) - obavezno poznavanje engleskog jezika - prednost iskustvo rada u Synesis i Remaris programu
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Zagreb
2073,Administrator (m/ž),"Administrator (m/ž)
Tvrtka Benussi d.o.o. ovlašteni uvoznik renomiranog proizvođača teretnih vozila IVECO s.p.a. raspisuje natječaj za sljedeće radno mjesto: Administrator (m/ž) - 1 (jedan) izvršitelj/ica, na neodređeno vrijeme. Vaši zadaci: - administrativni poslovi - priprema pošte za slanje, pregled i razvrstavanje pošte - izrada i slanje izlaznih računa - naručivanje vozila - ažuriranje podataka u programu - svakodnevna komunikacija sa strankama i radnim kolegama Mjesto rada: Fažanska cesta 86, 52212 Fažana.
Izvor: www.moj-posao.net
Lokacija: Fažana (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3514,N,Fažana
2074,Djelatnik na pripremi jednostavnih jela (m/ž),"Djelatnik na pripremi jednostavnih jela (m/ž)
Radi se na pripremi jednostavnih jela.
Izvor: www.moj-posao.net
Lokacija: Podstrana (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9212,I, Podstrana
2075,Monter / Ispitivač elektroničkih sklopova (m/ž),"Monter / Ispitivač elektroničkih sklopova (m/ž)
- Rad u proizvodnji elektroničkih uređaja na jednostavnim poslovima testiranja i sklapanja - Vizualni pregled matične ploče - Funkcionalno ispitivanje uređaja - Ispitivanje kabela - Pakiranje gotovih proizvoda - Rad u uredu u smjenama
Izvor: www.moj-posao.net
Lokacija: Zagreb (Buzin) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3114,C, Zagreb
2076,Kuhinjski radnik (m/ž),"Kuhinjski radnik (m/ž)
Rad u kuhinji s namirnicama, priprema salati i sokova.
Izvor: www.moj-posao.net
Lokacija: Tisno (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 28 dana (ističe 25.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,I, Tisno
2077,Kuhinjski radnik (m/ž),"Kuhinjski radnik (m/ž)
- priprema i obrada namirnica prema standardima ugostiteljskog objekta - održavanje higijene radnog prostora i kuhinjske opreme - suradnja s ostatkom kuhinjskog tima radi osiguranja efikasne i kvalitetne usluge - pomaganje kuharu u pripremi jela
Izvor: www.moj-posao.net
Lokacija: Oriovac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 25.04.2024.
Trajanje oglasa: 28 dana (ističe 24.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,I, Oriovac
2078,Kuhinjski radnik (m/ž),"Kuhinjski radnik (m/ž)
Primarni posao je pranje suđa.
Izvor: www.moj-posao.net
Lokacija: Bol (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 20 dana (ističe 15.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,N,Bol
2079,Kuhinjski radnik (m/ž),"Kuhinjski radnik (m/ž)
Pomoć u pripremi hrane i ostali kuhinjski poslovi.
Izvor: www.moj-posao.net
Lokacija: Konjevrate (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 19 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,I, Konjevrate
2080,Kuhinjski radnik (m/ž),"Kuhinjski radnik (m/ž)
- pranje suđa
Izvor: www.moj-posao.net
Lokacija: Vinkovci (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 08.04.2024.
Trajanje oglasa: 25 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,N,Vinkovci
2081,Frizer za muškarce (m/ž),"Frizer za muškarce (m/ž)
Šišanje, njega kose i uređivanje brade.
Izvor: www.moj-posao.net
Lokacija: Donji Miholjac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5223,S, Donji Miholjac
2082,Referent uredskih poslova (m/ž),"Referent uredskih poslova (m/ž)
- planiranje, organiziranje i realiziranje poslova u uredu - zaprimanje, slanje, evidentiranje i prosljeđivanje poslovne dokumentacije (računi, ugovori i sl.) - interna i eksterna komunikacija te poslovna korespondencija (e-mail, telefon, pošta) - nabava uredskog materijala te vođenje evidencije zaliha uredskog i promo materijala - prijem klijenata i poslovnih partnera - organizacija internih i eksternih događanja uz vođenje popratne dokumentacije - komunikacija i organizacija servisa za potrebe ureda - suradnja i podrška odjelu prodaje, marketinga i vanjskom knjigovodstvenom servisu
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2422,N,Zagreb
2083,Radnik u grafičkoj doradi (m/ž),"Radnik u grafičkoj doradi (m/ž)
Rad na štanci, ljepilici i ručna dorada.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",8171,C, Zagreb
2084,Javnobilježnički prisjednik (m/ž),"Javnobilježnički prisjednik (m/ž)
Traži se javnobilježnički prisjednik (m/ž).
Izvor: www.moj-posao.net
Lokacija: Samobor (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 29 dana (ističe 26.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1112,O, Samobor
2085,Javnobilježnički prisjednik (m/ž),"Javnobilježnički prisjednik (m/ž)
Poslovi sastava isprava u trgovačkom pravu, solemnizacije.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 19 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1112,M, Zagreb
2086,Inženjer strojarstva (m/ž),"Inženjer strojarstva (m/ž)
- ispomoć u vođenju gradilišta u području strojarskih radova - provođenje kontrola rokova, kvalitete i troškova izvođenja radova - vođenje građevinske knjige i građevinskog dnevnika - izrada situacija - ostali poslovi na gradilištu
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 13 dana (ističe 10.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2144,C, Split
2087,Inženjer strojarstva (m/ž),"Inženjer strojarstva (m/ž)
- praćenje procesa izvođenja radova (grijanje, hlađenje, ventilacija, vodovod i odvodnja) - vođenje gradilišne dokumentacije i izrada projekata izvedenog stanja - organiziranje, upravljanje i nadzor radova - koordiniranje radova s ostalim izvođačima na gradilištu - izrada ponuda i troškovnika - izrada građevinskih knjiga i situacija - suradnja s projektantima i izvođačima svih struka
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2144,M, Zagreb
2088,Inženjer strojarstva (m/ž),"Inženjer strojarstva (m/ž)
- planiranje i organizacija preventivnih popravaka - defektaža i definiranje načina otklanjanja složenijih kvarova - rekonstrukcija i nadogradnja stare opreme - konstruiranje i proračun novih dijelova - naručivanje novih rezervnih dijelova - nadzor i organizacija strojarskih radova - održavanje tehničke dokumentacije - kontroliranje rada kompresora, parni kotlova, sustava vode za potrebe strojeva - poslovi održavanja nekretnina
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 29 dana (ističe 12.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2144,C, Zagreb
2089,Zaposlenik u IKEA Studiju za planiranje – blagajnik (m/ž),"Zaposlenik u IKEA Studiju za planiranje – blagajnik (m/ž)
- Naplata kupljene robe pouzdanim, brzim i efikasnim obavljanjem transakcija i omogućavanjem različitih načina plaćanja. - Vođenje računa da blagajna u svakom trenutku bude adekvatno pripremljena za rad i da uvijek budeš spreman/na i dostupan/na pomoći kupcima prilikom plaćanja. - Pružanje tople dobrodošlice kupcima te proaktivnost u prodaji kako bi naši posjetitelji postali naši kupci. - Povećanje prodaje tako što ćeš osigurati da je tvoje područje odgovornosti uredno, napunjeno proizvodima te da su naznačene cijene točne. - Poznavanje svih usluga koje studio nudi kako bi se kupcima mogle ponuditi relevantne informacije. - Strast prema proizvodima koje prodaješ i aktivno učenje o proizvodima u našoj ponudi.
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9333,G, Split
2090,Prodavač / Serviser (m/ž),"Prodavač / Serviser (m/ž)
Tvoji novi zadaci: - savjetovanje i prodaja: Našim kupcima, svojim stručnim savjetima pomažeš u odabiru proizvoda. Zadovoljstvo kupaca za tebe je prioritet. - servis i montaža: poznaješ odgovarajuće rezervne dijelove i alat, svoju radionicu uvijek držiš preglednom. Osim servisa bicikala i skija, rado ćeš se pobrinuti za podešavanje opreme. - daljnji razvoj: uvijek si spreman naučiti nešto novo i aktivno si zainteresiran za trendove u industriji. To znanje voliš dijeliti i sa suradnicima. - pomoć: kod nas svi sudjeluju – od voditelja trgovine do pripravnika: aktivno sudjelovanje u svakodnevnom poslovanju. Mjesto rada: Rijeka, Kukuljanovo i Poreč.
Izvor: www.moj-posao.net
Lokacija: Poreč, Kukuljanovo, Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7231,G, Rijeka
2091,Voditelj radionice - mehaničar (m/ž),"Voditelj radionice - mehaničar (m/ž)
Obiteljska tvrtka sa višedesetljetnom tradicijom traži novog voditelja radionice - mehaničara (m/ž). Opis posla: - kompletna briga o voznom parku (autobusa marke Mercedes i Neoplan) - popravci, servisi, tehnički, ptp.. - komunikacija s dobavljačima i nabavka dijelova - komunikacija s ostalim djelatnicima tvrtke i pravovremeno detektiranje problema - briga o organizaciji, čistoći i urednosti radnog mjesta
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 16 dana (ističe 13.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7412,C, Zagreb
2092,Specijalist za kadrovsku administraciju (m/ž),"Specijalist za kadrovsku administraciju (m/ž)
- Pripremanje ugovora o radu i drugih ugovora iz kadrovskog područja - Vođenje kadrovskih podataka u informacijskom sustavu - Prijave i odjave radnika - Kontrola evidencije radnog vremena - Priprema podataka za obračun plaća - Sudjelovanje u pripremi internih akata - Praćenje novosti na području radnog prava - Sudjelovanje u implementaciji novih propisa - Interno i eksterno kadrovsko izvještavanje - Sudjelovanje u implementaciji novih propisa
Izvor: www.moj-posao.net
Lokacija: Velika Gorica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1112,N,Velika Gorica
2093,Junior Sales Associate (m/f),"Junior Sales Associate (m/f)
- Presenting and selling products and services - Building loyal and trustworthy relationships with clients and improving their engagement - Providing exceptional customer service - Taking care of the boutique image and improving public perception - Maintaining a tidy and orderly appearance of the boutique - Achieving sales and service level targets
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2433,G, Zagreb
2094,Djelatnik za prodaju / Prodajni predstavnik (m/ž),"Djelatnik za prodaju / Prodajni predstavnik (m/ž)
- izrada prijedloga marketing plana s utvrđenim marketinškim ciljevima odnosno prijedlogom provedbe marketinških aktivnosti - izrada prijedloga plana prodajnih aktivnosti za robu iz asortimana Poslodavca s detaljnom razradom (operativnom i troškovnom) aktivnosti po mjesecima i tjednima - pronalazak novih potencijalnih kupaca za robu iz asortimana Poslodavca u zemlji i inozemstvu - izrada prijedloga novih odnosno izmijenjenih uvjeta prodaje Poslodavca prema potencijalnim i postojećim kupcima - provođenje postprodajnih aktivnosti s novim kupcima Poslodavca s kojima je suradnja započela djelovanjem (pregovaranje, posredovanje, zastupanje) Poslodavca - podnositi tjedni izvještaj o radu te po potrebi davati potrebna pojašnjenja na traženje Poslodavca - sudjelovati i predlagati razvoj novih proizvoda Poslodavca, - pregovarati u ime Poslodavca s potencijalnim kupcima te u zajedničkoj komunikaciji s Poslodavcem usklađivati uvjete prodaje prema svakom od potencijalnih kupaca (cijene, rokovi isporuka, plaćanje te ostalih bitnih uvjeta prodaje) - svakodnevna telefonska prodaja (poticanje i prikupljanje narudžbi) - provođenje prodajnih aktivnosti u svrhu ostvarivanja planova i bonusa - prikupljanje i pružanje prijedloga o unapređenju prodajnih procesa - provođenje aktivnosti unapređenja prodaje i promocije na prodajnim mjestima - planiranje, organiziranje i koordiniranje marketinških aktivnosti prema kupcima - redovit obilazak terena, prikupljanje podataka s prodajnih mjesta i izvještavanje - održavanje ažuriranih podataka u internom sustavu - praćenje i poticanje naplate - posao i projekti su dinamični i kreativni s uvijek novim izazovima
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2433,G, Zagreb
2095,Djelatnik za prodaju i marketing / Prodajni predstavnik (m/ž),"Djelatnik za prodaju i marketing / Prodajni predstavnik (m/ž)
- izrada prijedloga marketing plana s utvrđenim marketinškim ciljevima odnosno prijedlogom provedbe marketinških aktivnosti - izrada prijedloga plana prodajnih aktivnosti za robu iz asortimana Poslodavca s detaljnom razradom (operativnom i troškovnom) aktivnosti po mjesecima i tjednima - pronalazak novih potencijalnih kupaca za robu iz asortimana Poslodavca u zemlji i inozemstvu - izrada prijedloga novih odnosno izmijenjenih uvjeta prodaje Poslodavca prema potencijalnim i postojećim kupcima - provođenje postprodajnih aktivnosti s novim kupcima Poslodavca s kojima je suradnja započela djelovanjem (pregovaranje, posredovanje, zastupanje) Poslodavca - podnositi tjedni izvještaj o radu te po potrebi davati potrebna pojašnjenja na traženje Poslodavca - sudjelovati i predlagati razvoj novih proizvoda Poslodavca - pregovarati u ime Poslodavca s potencijalnim kupcima te u zajedničkoj komunikaciji s Poslodavcem usklađivati uvjete prodaje prema svakom od potencijalnih kupaca (cijene, rokovi isporuka, plaćanje te ostalih bitnih uvjeta prodaje) - svakodnevna telefonska prodaja (poticanje i prikupljanje narudžbi) - provođenje prodajnih aktivnosti u svrhu ostvarivanja planova i bonusa - prikupljanje i pružanje prijedloga o unapređenju prodajnih procesa - provođenje aktivnosti unapređenja prodaje i promocije na prodajnim mjestima - planiranje, organiziranje i koordiniranje marketinških aktivnosti prema kupcima - redovit obilazak terena, prikupljanje podataka s prodajnih mjesta i izvještavanje - održavanje ažuriranih podataka u internom sustavu - praćenje i poticanje naplate - posao i projekti su dinamični i kreativni s uvijek novim izazovima
Izvor: www.moj-posao.net
Lokacija: Donji Miholjac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2433,G, Donji Miholjac
